StudentID, TotalNumberOfSemestersRegistered, Semester, NumCoursesTakenInTheSemester
0235, 14, 13, 0
0235, 14, 14, 0
0236, 9, 1, 3
0236, 9, 2, 0
0236, 9, 3, 0
0236, 9, 4, 0
0236, 9, 5, 0
0236, 9, 6, 0
0236, 9, 7, 0
0236, 9, 8, 0
0236, 9, 9, 0
0237, 13, 1, 1
0237, 13, 2, 0
0237, 13, 3, 0
0237, 13, 4, 0
0237, 13, 5, 0
0237, 13, 6, 0
0237, 13, 7, 0
0237, 13, 8, 0
0237, 13, 9, 0
0237, 13, 10, 0
0237, 13, 11, 0
0237, 13, 12, 0
0237, 13, 13, 0
0238, 11, 1, 9
0238, 11, 2, 0
0238, 11, 3, 0
0238, 11, 4, 0
0238, 11, 5, 0
0238, 11, 6, 0
0238, 11, 7, 0
0238, 11, 8, 0
0238, 11, 9, 0
0238, 11, 10, 0
0238, 11, 11, 0
0239, 10, 1, 5
0239, 10, 2, 0
0239, 10, 3, 0
0239, 10, 4, 0
0239, 10, 5, 0
0239, 10, 6, 0
0239, 10, 7, 0
0239, 10, 8, 0
0239, 10, 9, 0
0239, 10, 10, 0
0240, 12, 1, 1
0240, 12, 2, 0
0240, 12, 3, 0
0240, 12, 4, 0
0240, 12, 5, 0
0240, 12, 6, 0
0240, 12, 7, 0
0240, 12, 8, 0
0240, 12, 9, 0
0240, 12, 10, 0
0240, 12, 11, 0
0240, 12, 12, 0
0241, 13, 1, 1
0241, 13, 2, 0
0241, 13, 3, 0
0241, 13, 4, 0
0241, 13, 5, 0
0241, 13, 6, 0
0241, 13, 7, 0
0241, 13, 8, 0
0241, 13, 9, 0
0241, 13, 10, 0
0241, 13, 11, 0
0241, 13, 12, 0
0241, 13, 13, 0
0242, 12, 1, 8
0242, 12, 2, 0
0242, 12, 3, 0
0242, 12, 4, 0
0242, 12, 5, 0
0242, 12, 6, 0
0242, 12, 7, 0
0242, 12, 8, 0
0242, 12, 9, 0
0242, 12, 10, 0
0242, 12, 11, 0
0242, 12, 12, 0
0243, 12, 1, 1
0243, 12, 2, 0
0243, 12, 3, 0
0243, 12, 4, 0
0243, 12, 5, 0
0243, 12, 6, 0
0243, 12, 7, 0
0243, 12, 8, 0
0243, 12, 9, 0
0243, 12, 10, 0
0243, 12, 11, 0
0243, 12, 12, 0
0244, 13, 1, 1
0244, 13, 2, 0
0244, 13, 3, 0
0244, 13, 4, 0
0244, 13, 5, 0
0244, 13, 6, 0
0244, 13, 7, 0
0244, 13, 8, 0
0244, 13, 9, 0
0244, 13, 10, 0
0244, 13, 11, 0
0244, 13, 12, 0
0244, 13, 13, 0
0245, 15, 1, 1
0245, 15, 2, 0
0245, 15, 3, 0
0245, 15, 4, 0
0245, 15, 5, 0
0245, 15, 6, 0
0245, 15, 7, 0
0245, 15, 8, 0
0245, 15, 9, 0
0245, 15, 10, 0
0245, 15, 11, 0
0245, 15, 12, 0
0245, 15, 13, 0
0245, 15, 14, 0
0245, 15, 15, 0
0246, 11, 1, 2
0246, 11, 2, 0
0246, 11, 3, 0
0246, 11, 4, 0
0246, 11, 5, 0
0246, 11, 6, 0
0246, 11, 7, 0
0246, 11, 8, 0
0246, 11, 9, 0
0246, 11, 10, 0
0246, 11, 11, 0
0247, 8, 1, 4
0247, 8, 2, 0
0247, 8, 3, 0
0247, 8, 4, 0
0247, 8, 5, 0
0247, 8, 6, 0
0247, 8, 7, 0
0247, 8, 8, 0
0248, 12, 1, 10
0248, 12, 2, 0
0248, 12, 3, 0
0248, 12, 4, 0
0248, 12, 5, 0
0248, 12, 6, 0
0248, 12, 7, 0
0248, 12, 8, 0
0248, 12, 9, 0
0248, 12, 10, 0
0248, 12, 11, 0
0248, 12, 12, 0
0249, 13, 1, 1
0249, 13, 2, 0
0249, 13, 3, 0
0249, 13, 4, 0
0249, 13, 5, 0
0249, 13, 6, 0
0249, 13, 7, 0
0249, 13, 8, 0
0249, 13, 9, 0
0249, 13, 10, 0
0249, 13, 11, 0
0249, 13, 12, 0
0249, 13, 13, 0
0250, 10, 1, 9
0250, 10, 2, 0
0250, 10, 3, 0
0250, 10, 4, 0
0250, 10, 5, 0
0250, 10, 6, 0
0250, 10, 7, 0
0250, 10, 8, 0
0250, 10, 9, 0
0250, 10, 10, 0
0251, 11, 1, 1
0251, 11, 2, 0
0251, 11, 3, 0
0251, 11, 4, 0
0251, 11, 5, 0
0251, 11, 6, 0
0251, 11, 7, 0
0251, 11, 8, 0
0251, 11, 9, 0
0251, 11, 10, 0
0251, 11, 11, 0
0252, 12, 1, 1
0252, 12, 2, 0
0252, 12, 3, 0
0252, 12, 4, 0
0252, 12, 5, 0
0252, 12, 6, 0
0252, 12, 7, 0
0252, 12, 8, 0
0252, 12, 9, 0
0252, 12, 10, 0
0252, 12, 11, 0
0252, 12, 12, 0
0253, 10, 1, 2
0253, 10, 2, 0
0253, 10, 3, 0
0253, 10, 4, 0
0253, 10, 5, 0
0253, 10, 6, 0
0253, 10, 7, 0
0253, 10, 8, 0
0253, 10, 9, 0
0253, 10, 10, 0
StudentID, TotalNumberOfSemestersRegistered, Semester, NumCoursesTakenInTheSemester
0001, 14, 1, 3
0001, 14, 2, 0
0001, 14, 3, 0
0001, 14, 4, 0
0001, 14, 5, 0
0001, 14, 6, 0
0001, 14, 7, 0
0001, 14, 8, 0
0001, 14, 9, 0
0001, 14, 10, 0
0001, 14, 11, 0
0001, 14, 12, 0
0001, 14, 13, 0
0001, 14, 14, 0
0002, 10, 1, 3
0002, 10, 2, 0
0002, 10, 3, 0
0002, 10, 4, 0
0002, 10, 5, 0
0002, 10, 6, 0
0002, 10, 7, 0
0002, 10, 8, 0
0002, 10, 9, 0
0002, 10, 10, 0
0003, 11, 1, 1
0003, 11, 2, 0
0003, 11, 3, 0
0003, 11, 4, 0
0003, 11, 5, 0
0003, 11, 6, 0
0003, 11, 7, 0
0003, 11, 8, 0
0003, 11, 9, 0
0003, 11, 10, 0
0003, 11, 11, 0
0004, 17, 1, 10
0004, 17, 2, 0
0004, 17, 3, 0
0004, 17, 4, 0
0004, 17, 5, 0
0004, 17, 6, 0
0004, 17, 7, 0
0004, 17, 8, 0
0004, 17, 9, 0
0004, 17, 10, 0
0004, 17, 11, 0
0004, 17, 12, 0
0004, 17, 13, 0
0004, 17, 14, 0
0004, 17, 15, 0
0004, 17, 16, 0
0004, 17, 17, 0
0005, 8, 1, 8
0005, 8, 2, 0
0005, 8, 3, 0
0005, 8, 4, 0
0005, 8, 5, 0
0005, 8, 6, 0
0005, 8, 7, 0
0005, 8, 8, 0
0006, 10, 1, 11
0006, 10, 2, 0
0006, 10, 3, 0
0006, 10, 4, 0
0006, 10, 5, 0
0006, 10, 6, 0
0006, 10, 7, 0
0006, 10, 8, 0
0006, 10, 9, 0
0006, 10, 10, 0
0007, 14, 1, 1
0007, 14, 2, 0
0007, 14, 3, 0
0007, 14, 4, 0
0007, 14, 5, 0
0007, 14, 6, 0
0007, 14, 7, 0
0007, 14, 8, 0
0007, 14, 9, 0
0007, 14, 10, 0
0007, 14, 11, 0
0007, 14, 12, 0
0007, 14, 13, 0
0007, 14, 14, 0
0008, 12, 1, 8
0008, 12, 2, 0
0008, 12, 3, 0
0008, 12, 4, 0
0008, 12, 5, 0
0008, 12, 6, 0
0008, 12, 7, 0
0008, 12, 8, 0
0008, 12, 9, 0
0008, 12, 10, 0
0008, 12, 11, 0
0008, 12, 12, 0
0009, 13, 1, 1
0009, 13, 2, 0
0009, 13, 3, 0
0009, 13, 4, 0
0009, 13, 5, 0
0009, 13, 6, 0
0009, 13, 7, 0
0009, 13, 8, 0
0009, 13, 9, 0
0009, 13, 10, 0
0009, 13, 11, 0
0009, 13, 12, 0
0009, 13, 13, 0
0010, 11, 1, 1
0010, 11, 2, 0
0010, 11, 3, 0
0010, 11, 4, 0
0010, 11, 5, 0
0010, 11, 6, 0
0010, 11, 7, 0
0010, 11, 8, 0
0010, 11, 9, 0
0010, 11, 10, 0
0010, 11, 11, 0
0011, 12, 1, 1
0011, 12, 2, 0
0011, 12, 3, 0
0011, 12, 4, 0
0011, 12, 5, 0
0011, 12, 6, 0
0011, 12, 7, 0
0011, 12, 8, 0
0011, 12, 9, 0
0011, 12, 10, 0
0011, 12, 11, 0
0011, 12, 12, 0
0012, 10, 1, 1
0012, 10, 2, 0
0012, 10, 3, 0
0012, 10, 4, 0
0012, 10, 5, 0
0012, 10, 6, 0
0012, 10, 7, 0
0012, 10, 8, 0
0012, 10, 9, 0
0012, 10, 10, 0
0013, 10, 1, 1
0013, 10, 2, 0
0013, 10, 3, 0
0013, 10, 4, 0
0013, 10, 5, 0
0013, 10, 6, 0
0013, 10, 7, 0
0013, 10, 8, 0
0013, 10, 9, 0
0013, 10, 10, 0
0014, 12, 1, 9
0014, 12, 2, 0
0014, 12, 3, 0
0014, 12, 4, 0
0014, 12, 5, 0
0014, 12, 6, 0
0014, 12, 7, 0
0014, 12, 8, 0
0014, 12, 9, 0
0014, 12, 10, 0
0014, 12, 11, 0
0014, 12, 12, 0
0015, 11, 1, 1
0015, 11, 2, 0
0015, 11, 3, 0
0015, 11, 4, 0
0015, 11, 5, 0
0015, 11, 6, 0
0015, 11, 7, 0
0015, 11, 8, 0
0015, 11, 9, 0
0015, 11, 10, 0
0015, 11, 11, 0
0016, 11, 1, 1
0016, 11, 2, 0
0016, 11, 3, 0
0016, 11, 4, 0
0016, 11, 5, 0
0016, 11, 6, 0
0016, 11, 7, 0
0016, 11, 8, 0
0016, 11, 9, 0
0016, 11, 10, 0
0016, 11, 11, 0
0017, 10, 1, 12
0017, 10, 2, 0
0017, 10, 3, 0
0017, 10, 4, 0
0017, 10, 5, 0
0017, 10, 6, 0
0017, 10, 7, 0
0017, 10, 8, 0
0017, 10, 9, 0
0017, 10, 10, 0
0018, 5, 1, 8
0018, 5, 2, 0
0018, 5, 3, 0
0018, 5, 4, 0
0018, 5, 5, 0
0019, 12, 1, 1
0019, 12, 2, 0
0019, 12, 3, 0
0019, 12, 4, 0
0019, 12, 5, 0
0019, 12, 6, 0
0019, 12, 7, 0
0019, 12, 8, 0
0019, 12, 9, 0
0019, 12, 10, 0
0019, 12, 11, 0
0019, 12, 12, 0
0020, 10, 1, 11
0020, 10, 2, 0
0020, 10, 3, 0
0020, 10, 4, 0
0020, 10, 5, 0
0020, 10, 6, 0
0020, 10, 7, 0
0020, 10, 8, 0
0020, 10, 9, 0
0020, 10, 10, 0
0021, 11, 1, 1
0021, 11, 2, 0
0021, 11, 3, 0
0021, 11, 4, 0
0021, 11, 5, 0
0021, 11, 6, 0
0021, 11, 7, 0
0021, 11, 8, 0
0021, 11, 9, 0
0021, 11, 10, 0
0021, 11, 11, 0
0022, 14, 1, 6
0022, 14, 2, 0
0022, 14, 3, 0
0022, 14, 4, 0
0022, 14, 5, 0
0022, 14, 6, 0
0022, 14, 7, 0
0022, 14, 8, 0
0022, 14, 9, 0
0022, 14, 10, 0
0022, 14, 11, 0
0022, 14, 12, 0
0022, 14, 13, 0
0022, 14, 14, 0
0023, 16, 1, 1
0023, 16, 2, 0
0023, 16, 3, 0
0023, 16, 4, 0
0023, 16, 5, 0
0023, 16, 6, 0
0023, 16, 7, 0
0023, 16, 8, 0
0023, 16, 9, 0
0023, 16, 10, 0
0023, 16, 11, 0
0023, 16, 12, 0
0023, 16, 13, 0
0023, 16, 14, 0
0023, 16, 15, 0
0023, 16, 16, 0
0024, 14, 1, 1
0024, 14, 2, 0
0024, 14, 3, 0
0024, 14, 4, 0
0024, 14, 5, 0
0024, 14, 6, 0
0024, 14, 7, 0
0024, 14, 8, 0
0024, 14, 9, 0
0024, 14, 10, 0
0024, 14, 11, 0
0024, 14, 12, 0
0024, 14, 13, 0
0024, 14, 14, 0
0025, 10, 1, 11
0025, 10, 2, 0
0025, 10, 3, 0
0025, 10, 4, 0
0025, 10, 5, 0
0025, 10, 6, 0
0025, 10, 7, 0
0025, 10, 8, 0
0025, 10, 9, 0
0025, 10, 10, 0
0026, 11, 1, 10
0026, 11, 2, 0
0026, 11, 3, 0
0026, 11, 4, 0
0026, 11, 5, 0
0026, 11, 6, 0
0026, 11, 7, 0
0026, 11, 8, 0
0026, 11, 9, 0
0026, 11, 10, 0
0026, 11, 11, 0
0027, 12, 1, 8
0027, 12, 2, 0
0027, 12, 3, 0
0027, 12, 4, 0
0027, 12, 5, 0
0027, 12, 6, 0
0027, 12, 7, 0
0027, 12, 8, 0
0027, 12, 9, 0
0027, 12, 10, 0
0027, 12, 11, 0
0027, 12, 12, 0
0028, 11, 1, 1
0028, 11, 2, 0
0028, 11, 3, 0
0028, 11, 4, 0
0028, 11, 5, 0
0028, 11, 6, 0
0028, 11, 7, 0
0028, 11, 8, 0
0028, 11, 9, 0
0028, 11, 10, 0
0028, 11, 11, 0
0029, 12, 1, 3
0029, 12, 2, 0
0029, 12, 3, 0
0029, 12, 4, 0
0029, 12, 5, 0
0029, 12, 6, 0
0029, 12, 7, 0
0029, 12, 8, 0
0029, 12, 9, 0
0029, 12, 10, 0
0029, 12, 11, 0
0029, 12, 12, 0
0030, 10, 1, 6
0030, 10, 2, 0
0030, 10, 3, 0
0030, 10, 4, 0
0030, 10, 5, 0
0030, 10, 6, 0
0030, 10, 7, 0
0030, 10, 8, 0
0030, 10, 9, 0
0030, 10, 10, 0
0031, 9, 1, 8
0031, 9, 2, 0
0031, 9, 3, 0
0031, 9, 4, 0
0031, 9, 5, 0
0031, 9, 6, 0
0031, 9, 7, 0
0031, 9, 8, 0
0031, 9, 9, 0
0032, 13, 1, 2
0032, 13, 2, 0
0032, 13, 3, 0
0032, 13, 4, 0
0032, 13, 5, 0
0032, 13, 6, 0
0032, 13, 7, 0
0032, 13, 8, 0
0032, 13, 9, 0
0032, 13, 10, 0
0032, 13, 11, 0
0032, 13, 12, 0
0032, 13, 13, 0
0033, 11, 1, 11
0033, 11, 2, 0
0033, 11, 3, 0
0033, 11, 4, 0
0033, 11, 5, 0
0033, 11, 6, 0
0033, 11, 7, 0
0033, 11, 8, 0
0033, 11, 9, 0
0033, 11, 10, 0
0033, 11, 11, 0
0034, 18, 1, 1
0034, 18, 2, 0
0034, 18, 3, 0
0034, 18, 4, 0
0034, 18, 5, 0
0034, 18, 6, 0
0034, 18, 7, 0
0034, 18, 8, 0
0034, 18, 9, 0
0034, 18, 10, 0
0034, 18, 11, 0
0034, 18, 12, 0
0034, 18, 13, 0
0034, 18, 14, 0
0034, 18, 15, 0
0034, 18, 16, 0
0034, 18, 17, 0
0034, 18, 18, 0
0035, 13, 1, 2
0035, 13, 2, 0
0035, 13, 3, 0
0035, 13, 4, 0
0035, 13, 5, 0
0035, 13, 6, 0
0035, 13, 7, 0
0035, 13, 8, 0
0035, 13, 9, 0
0035, 13, 10, 0
0035, 13, 11, 0
0035, 13, 12, 0
0035, 13, 13, 0
0036, 10, 1, 8
0036, 10, 2, 0
0036, 10, 3, 0
0036, 10, 4, 0
0036, 10, 5, 0
0036, 10, 6, 0
0036, 10, 7, 0
0036, 10, 8, 0
0036, 10, 9, 0
0036, 10, 10, 0
0037, 11, 1, 1
0037, 11, 2, 0
0037, 11, 3, 0
0037, 11, 4, 0
0037, 11, 5, 0
0037, 11, 6, 0
0037, 11, 7, 0
0037, 11, 8, 0
0037, 11, 9, 0
0037, 11, 10, 0
0037, 11, 11, 0
0038, 11, 1, 1
0038, 11, 2, 0
0038, 11, 3, 0
0038, 11, 4, 0
0038, 11, 5, 0
0038, 11, 6, 0
0038, 11, 7, 0
0038, 11, 8, 0
0038, 11, 9, 0
0038, 11, 10, 0
0038, 11, 11, 0
0039, 12, 1, 1
0039, 12, 2, 0
0039, 12, 3, 0
0039, 12, 4, 0
0039, 12, 5, 0
0039, 12, 6, 0
0039, 12, 7, 0
0039, 12, 8, 0
0039, 12, 9, 0
0039, 12, 10, 0
0039, 12, 11, 0
0039, 12, 12, 0
0040, 15, 1, 1
0040, 15, 2, 0
0040, 15, 3, 0
0040, 15, 4, 0
0040, 15, 5, 0
0040, 15, 6, 0
0040, 15, 7, 0
0040, 15, 8, 0
0040, 15, 9, 0
0040, 15, 10, 0
0040, 15, 11, 0
0040, 15, 12, 0
0040, 15, 13, 0
0040, 15, 14, 0
0040, 15, 15, 0
0041, 13, 1, 1
0041, 13, 2, 0
0041, 13, 3, 0
0041, 13, 4, 0
0041, 13, 5, 0
0041, 13, 6, 0
0041, 13, 7, 0
0041, 13, 8, 0
0041, 13, 9, 0
0041, 13, 10, 0
0041, 13, 11, 0
0041, 13, 12, 0
0041, 13, 13, 0
0042, 10, 1, 2
0042, 10, 2, 0
0042, 10, 3, 0
0042, 10, 4, 0
0042, 10, 5, 0
0042, 10, 6, 0
0042, 10, 7, 0
0042, 10, 8, 0
0042, 10, 9, 0
0042, 10, 10, 0
0043, 12, 1, 10
0043, 12, 2, 0
0043, 12, 3, 0
0043, 12, 4, 0
0043, 12, 5, 0
0043, 12, 6, 0
0043, 12, 7, 0
0043, 12, 8, 0
0043, 12, 9, 0
0043, 12, 10, 0
0043, 12, 11, 0
0043, 12, 12, 0
0044, 16, 1, 6
0044, 16, 2, 0
0044, 16, 3, 0
0044, 16, 4, 0
0044, 16, 5, 0
0044, 16, 6, 0
0044, 16, 7, 0
0044, 16, 8, 0
0044, 16, 9, 0
0044, 16, 10, 0
0044, 16, 11, 0
0044, 16, 12, 0
0044, 16, 13, 0
0044, 16, 14, 0
0044, 16, 15, 0
0044, 16, 16, 0
0045, 11, 1, 9
0045, 11, 2, 0
0045, 11, 3, 0
0045, 11, 4, 0
0045, 11, 5, 0
0045, 11, 6, 0
0045, 11, 7, 0
0045, 11, 8, 0
0045, 11, 9, 0
0045, 11, 10, 0
0045, 11, 11, 0
0046, 11, 1, 1
0046, 11, 2, 0
0046, 11, 3, 0
0046, 11, 4, 0
0046, 11, 5, 0
0046, 11, 6, 0
0046, 11, 7, 0
0046, 11, 8, 0
0046, 11, 9, 0
0046, 11, 10, 0
0046, 11, 11, 0
0047, 8, 1, 11
0047, 8, 2, 0
0047, 8, 3, 0
0047, 8, 4, 0
0047, 8, 5, 0
0047, 8, 6, 0
0047, 8, 7, 0
0047, 8, 8, 0
0048, 9, 1, 5
0048, 9, 2, 0
0048, 9, 3, 0
0048, 9, 4, 0
0048, 9, 5, 0
0048, 9, 6, 0
0048, 9, 7, 0
0048, 9, 8, 0
0048, 9, 9, 0
0049, 13, 1, 1
0049, 13, 2, 0
0049, 13, 3, 0
0049, 13, 4, 0
0049, 13, 5, 0
0049, 13, 6, 0
0049, 13, 7, 0
0049, 13, 8, 0
0049, 13, 9, 0
0049, 13, 10, 0
0049, 13, 11, 0
0049, 13, 12, 0
0049, 13, 13, 0
0050, 9, 1, 7
0050, 9, 2, 0
0050, 9, 3, 0
0050, 9, 4, 0
0050, 9, 5, 0
0050, 9, 6, 0
0050, 9, 7, 0
0050, 9, 8, 0
0050, 9, 9, 0
0051, 12, 1, 9
0051, 12, 2, 0
0051, 12, 3, 0
0051, 12, 4, 0
0051, 12, 5, 0
0051, 12, 6, 0
0051, 12, 7, 0
0051, 12, 8, 0
0051, 12, 9, 0
0051, 12, 10, 0
0051, 12, 11, 0
0051, 12, 12, 0
0052, 9, 1, 9
0052, 9, 2, 0
0052, 9, 3, 0
0052, 9, 4, 0
0052, 9, 5, 0
0052, 9, 6, 0
0052, 9, 7, 0
0052, 9, 8, 0
0052, 9, 9, 0
0053, 15, 1, 1
0053, 15, 2, 0
0053, 15, 3, 0
0053, 15, 4, 0
0053, 15, 5, 0
0053, 15, 6, 0
0053, 15, 7, 0
0053, 15, 8, 0
0053, 15, 9, 0
0053, 15, 10, 0
0053, 15, 11, 0
0053, 15, 12, 0
0053, 15, 13, 0
0053, 15, 14, 0
0053, 15, 15, 0
0054, 13, 1, 1
0054, 13, 2, 0
0054, 13, 3, 0
0054, 13, 4, 0
0054, 13, 5, 0
0054, 13, 6, 0
0054, 13, 7, 0
0054, 13, 8, 0
0054, 13, 9, 0
0054, 13, 10, 0
0054, 13, 11, 0
0054, 13, 12, 0
0054, 13, 13, 0
0055, 12, 1, 1
0055, 12, 2, 0
0055, 12, 3, 0
0055, 12, 4, 0
0055, 12, 5, 0
0055, 12, 6, 0
0055, 12, 7, 0
0055, 12, 8, 0
0055, 12, 9, 0
0055, 12, 10, 0
0055, 12, 11, 0
0055, 12, 12, 0
0056, 13, 1, 1
0056, 13, 2, 0
0056, 13, 3, 0
0056, 13, 4, 0
0056, 13, 5, 0
0056, 13, 6, 0
0056, 13, 7, 0
0056, 13, 8, 0
0056, 13, 9, 0
0056, 13, 10, 0
0056, 13, 11, 0
0056, 13, 12, 0
0056, 13, 13, 0
0057, 12, 1, 1
0057, 12, 2, 0
0057, 12, 3, 0
0057, 12, 4, 0
0057, 12, 5, 0
0057, 12, 6, 0
0057, 12, 7, 0
0057, 12, 8, 0
0057, 12, 9, 0
0057, 12, 10, 0
0057, 12, 11, 0
0057, 12, 12, 0
0058, 11, 1, 4
0058, 11, 2, 0
0058, 11, 3, 0
0058, 11, 4, 0
0058, 11, 5, 0
0058, 11, 6, 0
0058, 11, 7, 0
0058, 11, 8, 0
0058, 11, 9, 0
0058, 11, 10, 0
0058, 11, 11, 0
0059, 10, 1, 1
0059, 10, 2, 0
0059, 10, 3, 0
0059, 10, 4, 0
0059, 10, 5, 0
0059, 10, 6, 0
0059, 10, 7, 0
0059, 10, 8, 0
0059, 10, 9, 0
0059, 10, 10, 0
0060, 13, 1, 2
0060, 13, 2, 0
0060, 13, 3, 0
0060, 13, 4, 0
0060, 13, 5, 0
0060, 13, 6, 0
0060, 13, 7, 0
0060, 13, 8, 0
0060, 13, 9, 0
0060, 13, 10, 0
0060, 13, 11, 0
0060, 13, 12, 0
0060, 13, 13, 0
0061, 8, 1, 8
0061, 8, 2, 0
0061, 8, 3, 0
0061, 8, 4, 0
0061, 8, 5, 0
0061, 8, 6, 0
0061, 8, 7, 0
0061, 8, 8, 0
0062, 12, 1, 1
0062, 12, 2, 0
0062, 12, 3, 0
0062, 12, 4, 0
0062, 12, 5, 0
0062, 12, 6, 0
0062, 12, 7, 0
0062, 12, 8, 0
0062, 12, 9, 0
0062, 12, 10, 0
0062, 12, 11, 0
0062, 12, 12, 0
0063, 9, 1, 9
0063, 9, 2, 0
0063, 9, 3, 0
0063, 9, 4, 0
0063, 9, 5, 0
0063, 9, 6, 0
0063, 9, 7, 0
0063, 9, 8, 0
0063, 9, 9, 0
0064, 9, 1, 11
0064, 9, 2, 0
0064, 9, 3, 0
0064, 9, 4, 0
0064, 9, 5, 0
0064, 9, 6, 0
0064, 9, 7, 0
0064, 9, 8, 0
0064, 9, 9, 0
0065, 12, 1, 1
0065, 12, 2, 0
0065, 12, 3, 0
0065, 12, 4, 0
0065, 12, 5, 0
0065, 12, 6, 0
0065, 12, 7, 0
0065, 12, 8, 0
0065, 12, 9, 0
0065, 12, 10, 0
0065, 12, 11, 0
0065, 12, 12, 0
0066, 10, 1, 1
0066, 10, 2, 0
0066, 10, 3, 0
0066, 10, 4, 0
0066, 10, 5, 0
0066, 10, 6, 0
0066, 10, 7, 0
0066, 10, 8, 0
0066, 10, 9, 0
0066, 10, 10, 0
0067, 10, 1, 1
0067, 10, 2, 0
0067, 10, 3, 0
0067, 10, 4, 0
0067, 10, 5, 0
0067, 10, 6, 0
0067, 10, 7, 0
0067, 10, 8, 0
0067, 10, 9, 0
0067, 10, 10, 0
0068, 9, 1, 6
0068, 9, 2, 0
0068, 9, 3, 0
0068, 9, 4, 0
0068, 9, 5, 0
0068, 9, 6, 0
0068, 9, 7, 0
0068, 9, 8, 0
0068, 9, 9, 0
0069, 12, 1, 1
0069, 12, 2, 0
0069, 12, 3, 0
0069, 12, 4, 0
0069, 12, 5, 0
0069, 12, 6, 0
0069, 12, 7, 0
0069, 12, 8, 0
0069, 12, 9, 0
0069, 12, 10, 0
0069, 12, 11, 0
0069, 12, 12, 0
0070, 9, 1, 1
0070, 9, 2, 0
0070, 9, 3, 0
0070, 9, 4, 0
0070, 9, 5, 0
0070, 9, 6, 0
0070, 9, 7, 0
0070, 9, 8, 0
0070, 9, 9, 0
0071, 11, 1, 2
0071, 11, 2, 0
0071, 11, 3, 0
0071, 11, 4, 0
0071, 11, 5, 0
0071, 11, 6, 0
0071, 11, 7, 0
0071, 11, 8, 0
0071, 11, 9, 0
0071, 11, 10, 0
0071, 11, 11, 0
0072, 10, 1, 8
0072, 10, 2, 0
0072, 10, 3, 0
0072, 10, 4, 0
0072, 10, 5, 0
0072, 10, 6, 0
0072, 10, 7, 0
0072, 10, 8, 0
0072, 10, 9, 0
0072, 10, 10, 0
0073, 9, 1, 10
0073, 9, 2, 0
0073, 9, 3, 0
0073, 9, 4, 0
0073, 9, 5, 0
0073, 9, 6, 0
0073, 9, 7, 0
0073, 9, 8, 0
0073, 9, 9, 0
0074, 13, 1, 1
0074, 13, 2, 0
0074, 13, 3, 0
0074, 13, 4, 0
0074, 13, 5, 0
0074, 13, 6, 0
0074, 13, 7, 0
0074, 13, 8, 0
0074, 13, 9, 0
0074, 13, 10, 0
0074, 13, 11, 0
0074, 13, 12, 0
0074, 13, 13, 0
0075, 12, 1, 1
0075, 12, 2, 0
0075, 12, 3, 0
0075, 12, 4, 0
0075, 12, 5, 0
0075, 12, 6, 0
0075, 12, 7, 0
0075, 12, 8, 0
0075, 12, 9, 0
0075, 12, 10, 0
0075, 12, 11, 0
0075, 12, 12, 0
0076, 12, 1, 1
0076, 12, 2, 0
0076, 12, 3, 0
0076, 12, 4, 0
0076, 12, 5, 0
0076, 12, 6, 0
0076, 12, 7, 0
0076, 12, 8, 0
0076, 12, 9, 0
0076, 12, 10, 0
0076, 12, 11, 0
0076, 12, 12, 0
0077, 13, 1, 2
0077, 13, 2, 0
0077, 13, 3, 0
0077, 13, 4, 0
0077, 13, 5, 0
0077, 13, 6, 0
0077, 13, 7, 0
0077, 13, 8, 0
0077, 13, 9, 0
0077, 13, 10, 0
0077, 13, 11, 0
0077, 13, 12, 0
0077, 13, 13, 0
0078, 12, 1, 9
0078, 12, 2, 0
0078, 12, 3, 0
0078, 12, 4, 0
0078, 12, 5, 0
0078, 12, 6, 0
0078, 12, 7, 0
0078, 12, 8, 0
0078, 12, 9, 0
0078, 12, 10, 0
0078, 12, 11, 0
0078, 12, 12, 0
0079, 11, 1, 10
0079, 11, 2, 0
0079, 11, 3, 0
0079, 11, 4, 0
0079, 11, 5, 0
0079, 11, 6, 0
0079, 11, 7, 0
0079, 11, 8, 0
0079, 11, 9, 0
0079, 11, 10, 0
0079, 11, 11, 0
0080, 10, 1, 6
0080, 10, 2, 0
0080, 10, 3, 0
0080, 10, 4, 0
0080, 10, 5, 0
0080, 10, 6, 0
0080, 10, 7, 0
0080, 10, 8, 0
0080, 10, 9, 0
0080, 10, 10, 0
0081, 14, 1, 2
0081, 14, 2, 0
0081, 14, 3, 0
0081, 14, 4, 0
0081, 14, 5, 0
0081, 14, 6, 0
0081, 14, 7, 0
0081, 14, 8, 0
0081, 14, 9, 0
0081, 14, 10, 0
0081, 14, 11, 0
0081, 14, 12, 0
0081, 14, 13, 0
0081, 14, 14, 0
0082, 11, 1, 2
0082, 11, 2, 0
0082, 11, 3, 0
0082, 11, 4, 0
0082, 11, 5, 0
0082, 11, 6, 0
0082, 11, 7, 0
0082, 11, 8, 0
0082, 11, 9, 0
0082, 11, 10, 0
0082, 11, 11, 0
0083, 8, 1, 7
0083, 8, 2, 0
0083, 8, 3, 0
0083, 8, 4, 0
0083, 8, 5, 0
0083, 8, 6, 0
0083, 8, 7, 0
0083, 8, 8, 0
0084, 13, 1, 8
0084, 13, 2, 0
0084, 13, 3, 0
0084, 13, 4, 0
0084, 13, 5, 0
